Fish & Chips Rice, $4.80
Chicken Popcorn Rice, $4.80
Sausage Rice, $4.80
Spaghetti w Chicken Cutlet, $4.80
Spaghetti w Chicken Chop, $4.80
Spaghetti w Fish & Chips, $4.80
Spaghetti w Beef Steak, $4.80
Spaghetti w Popcorn, $4.80
Spaghetti w Sausage, $4.80
